datetime,season,holiday,workingday,weather,temp,humidity,windspeed,casual,registered
04/01/2011 00:00,1,0,1,1,6.56,55,7.0015,0,5
04/01/2011 01:00,1,0,1,1,6.56,59,7.0015,0,2
04/01/2011 02:00,1,0,1,1,5.74,63,8.9981,0,1
04/01/2011 04:00,1,0,1,1,5.74,63,6.0032,0,2
04/01/2011 05:00,1,0,1,1,4.92,68,7.0015,0,4
04/01/2011 06:00,1,0,1,1,4.92,74,7.0015,0,36
04/01/2011 07:00,1,0,1,1,4.92,74,8.9981,2,92
04/01/2011 08:00,1,0,1,1,5.74,69,11.0014,2,177
04/01/2011 09:00,1,0,1,1,6.56,64,15.0013,2,98
04/01/2011 10:00,1,0,1,2,6.56,69,22.0028,5,37
04/01/2011 11:00,1,0,1,1,9.02,51,19.9995,7,50
04/01/2011 12:00,1,0,1,1,9.02,51,11.0014,12,66
04/01/2011 13:00,1,0,1,1,9.84,56,12.998,18,79
04/01/2011 14:00,1,0,1,1,10.66,52,15.0013,9,54
04/01/2011 15:00,1,0,1,1,11.48,52,16.9979,17,48
04/01/2011 16:00,1,0,1,1,12.3,49,16.9979,15,68
04/01/2011 17:00,1,0,1,1,11.48,48,15.0013,10,202
04/01/2011 18:00,1,0,1,1,10.66,48,12.998,3,179
04/01/2011 19:00,1,0,1,1,9.84,48,7.0015,2,110
04/01/2011 20:00,1,0,1,1,9.84,48,7.0015,1,53
04/01/2011 21:00,1,0,1,1,9.02,64,0,0,48
04/01/2011 22:00,1,0,1,1,9.02,64,6.0032,1,34
04/01/2011 23:00,1,0,1,1,8.2,69,6.0032,2,9
05/01/2011 00:00,1,0,1,1,8.2,64,0,0,6
05/01/2011 01:00,1,0,1,1,6.56,74,6.0032,0,6
05/01/2011 02:00,1,0,1,1,6.56,74,6.0032,0,2
05/01/2011 04:00,1,0,1,1,9.84,48,15.0013,0,2
05/01/2011 05:00,1,0,1,1,9.02,47,11.0014,0,3
05/01/2011 06:00,1,0,1,1,8.2,47,15.0013,0,33
05/01/2011 07:00,1,0,1,1,7.38,43,12.998,1,87
05/01/2011 08:00,1,0,1,1,8.2,40,19.9995,3,192
05/01/2011 09:00,1,0,1,1,9.02,37,22.0028,6,109
05/01/2011 10:00,1,0,1,1,9.02,37,22.0028,4,53
05/01/2011 11:00,1,0,1,1,10.66,33,22.0028,12,34
05/01/2011 12:00,1,0,1,1,10.66,33,22.0028,5,74
05/01/2011 13:00,1,0,1,1,11.48,30,19.9995,6,65
05/01/2011 14:00,1,0,1,1,12.3,28,12.998,10,52
05/01/2011 15:00,1,0,1,1,12.3,28,12.998,7,55
05/01/2011 16:00,1,0,1,1,12.3,28,6.0032,4,85
05/01/2011 17:00,1,0,1,1,9.84,38,12.998,4,186
05/01/2011 18:00,1,0,1,1,9.84,38,8.9981,3,166
05/01/2011 19:00,1,0,1,1,9.84,38,7.0015,5,127
05/01/2011 20:00,1,0,1,1,9.02,47,11.0014,7,82
05/01/2011 21:00,1,0,1,1,8.2,51,12.998,3,40
05/01/2011 22:00,1,0,1,1,7.38,55,8.9981,1,41
05/01/2011 23:00,1,0,1,1,8.2,47,0,1,18
06/01/2011 00:00,1,0,1,1,7.38,55,0,0,11
06/01/2011 01:00,1,0,1,1,6.56,64,0,0,4
06/01/2011 02:00,1,0,1,1,6.56,64,0,0,2
06/01/2011 04:00,1,0,1,2,6.56,64,6.0032,0,1
06/01/2011 05:00,1,0,1,2,5.74,69,6.0032,0,4
06/01/2011 06:00,1,0,1,2,5.74,63,7.0015,0,36
06/01/2011 07:00,1,0,1,2,6.56,59,0,0,95
06/01/2011 08:00,1,0,1,1,6.56,59,0,3,216
06/01/2011 09:00,1,0,1,2,7.38,51,0,6,116
06/01/2011 10:00,1,0,1,1,8.2,47,0,3,42
06/01/2011 11:00,1,0,1,1,9.02,44,6.0032,2,57
06/01/2011 12:00,1,0,1,1,10.66,35,0,6,78
06/01/2011 13:00,1,0,1,1,10.66,35,7.0015,12,55
06/01/2011 14:00,1,0,1,1,11.48,36,11.0014,11,59
06/01/2011 15:00,1,0,1,1,11.48,36,0,8,54
06/01/2011 16:00,1,0,1,1,10.66,38,11.0014,12,74
06/01/2011 17:00,1,0,1,1,9.02,51,11.0014,9,163
06/01/2011 18:00,1,0,1,1,9.02,51,8.9981,5,158
06/01/2011 19:00,1,0,1,1,9.02,55,6.0032,3,109
06/01/2011 20:00,1,0,1,1,8.2,51,11.0014,3,66
06/01/2011 21:00,1,0,1,2,9.02,55,15.0013,0,48
06/01/2011 22:00,1,0,1,2,9.02,51,19.0012,1,51
06/01/2011 23:00,1,0,1,2,8.2,59,12.998,4,19
07/01/2011 00:00,1,0,1,2,8.2,64,12.998,4,13
07/01/2011 01:00,1,0,1,2,8.2,69,15.0013,2,5
07/01/2011 02:00,1,0,1,2,8.2,69,15.0013,0,1
07/01/2011 04:00,1,0,1,2,8.2,69,8.9981,0,1
07/01/2011 05:00,1,0,1,3,9.02,55,0,0,5
07/01/2011 06:00,1,0,1,2,8.2,69,0,8,26
07/01/2011 07:00,1,0,1,1,8.2,69,8.9981,8,76
07/01/2011 08:00,1,0,1,1,8.2,51,16.9979,20,190
07/01/2011 09:00,1,0,1,1,8.2,47,19.9995,9,125
07/01/2011 10:00,1,0,1,1,9.02,37,22.0028,16,47
07/01/2011 11:00,1,0,1,2,8.2,40,15.0013,19,48
07/01/2011 12:00,1,0,1,2,8.2,37,16.9979,9,50
07/01/2011 13:00,1,0,1,2,8.2,37,19.0012,9,64
07/01/2011 14:00,1,0,1,2,8.2,40,16.9979,7,43
07/01/2011 15:00,1,0,1,2,8.2,37,11.0014,9,63
07/01/2011 16:00,1,0,1,2,8.2,37,11.0014,5,82
07/01/2011 17:00,1,0,1,2,8.2,37,0,9,178
07/01/2011 18:00,1,0,1,1,8.2,40,6.0032,7,116
07/01/2011 19:00,1,0,1,1,6.56,55,6.0032,3,92
07/01/2011 20:00,1,0,1,1,7.38,47,7.0015,1,50
07/01/2011 21:00,1,0,1,1,7.38,47,8.9981,0,39
07/01/2011 22:00,1,0,1,2,7.38,43,11.0014,2,34
07/01/2011 23:00,1,0,1,2,7.38,51,11.0014,1,14
08/01/2011 00:00,1,0,0,2,7.38,51,11.0014,1,24
08/01/2011 01:00,1,0,0,2,7.38,55,6.0032,1,15
08/01/2011 02:00,1,0,0,2,7.38,55,0,3,13
08/01/2011 03:00,1,0,0,3,7.38,55,11.0014,0,7
08/01/2011 04:00,1,0,0,3,7.38,55,11.0014,0,1
08/01/2011 05:00,1,0,0,2,6.56,74,11.0014,0,5
08/01/2011 06:00,1,0,0,2,6.56,74,11.0014,0,2
08/01/2011 07:00,1,0,0,2,6.56,74,7.0015,1,8
08/01/2011 08:00,1,0,0,3,6.56,93,7.0015,0,15
08/01/2011 09:00,1,0,0,3,6.56,93,7.0015,0,20
08/01/2011 10:00,1,0,0,2,7.38,80,11.0014,5,56
08/01/2011 11:00,1,0,0,2,8.2,69,26.0027,2,60
08/01/2011 12:00,1,0,0,2,8.2,59,23.9994,8,90
08/01/2011 13:00,1,0,0,1,8.2,44,22.0028,7,95
08/01/2011 14:00,1,0,0,1,8.2,32,32.9975,12,83
08/01/2011 15:00,1,0,0,1,8.2,32,30.0026,5,69
08/01/2011 16:00,1,0,0,1,7.38,29,30.0026,8,68
08/01/2011 17:00,1,0,0,1,6.56,37,36.9974,5,64
08/01/2011 18:00,1,0,0,1,5.74,39,19.9995,3,52
08/01/2011 19:00,1,0,0,1,5.74,36,16.9979,4,26
08/01/2011 20:00,1,0,0,1,4.92,36,16.9979,0,28
08/01/2011 21:00,1,0,0,1,4.92,39,23.9994,2,35
08/01/2011 22:00,1,0,0,1,4.92,36,26.0027,1,33
08/01/2011 23:00,1,0,0,1,4.1,39,30.0026,0,22
09/01/2011 00:00,1,0,0,1,4.1,42,26.0027,1,24
09/01/2011 01:00,1,0,0,1,4.1,42,31.0009,0,12
09/01/2011 02:00,1,0,0,1,4.1,46,31.0009,0,11
09/01/2011 03:00,1,0,0,1,4.1,46,27.9993,0,4
09/01/2011 04:00,1,0,0,1,3.28,53,12.998,0,1
09/01/2011 05:00,1,0,0,1,3.28,53,12.998,0,1
09/01/2011 06:00,1,0,0,1,4.1,49,19.0012,0,1
09/01/2011 07:00,1,0,0,1,3.28,53,12.998,1,5
09/01/2011 08:00,1,0,0,1,4.1,49,19.0012,0,10
09/01/2011 09:00,1,0,0,1,4.92,46,35.0008,0,19
09/01/2011 10:00,1,0,0,1,5.74,43,26.0027,0,49
09/01/2011 11:00,1,0,0,1,6.56,40,35.0008,2,47
09/01/2011 12:00,1,0,0,1,7.38,37,30.0026,4,79
09/01/2011 13:00,1,0,0,1,8.2,34,30.0026,6,69
09/01/2011 14:00,1,0,0,1,9.02,32,31.0009,8,64
09/01/2011 15:00,1,0,0,1,9.02,35,23.9994,5,77
09/01/2011 16:00,1,0,0,1,8.2,34,30.0026,13,79
09/01/2011 17:00,1,0,0,1,7.38,37,26.0027,3,59
09/01/2011 18:00,1,0,0,1,6.56,40,22.0028,4,44
09/01/2011 19:00,1,0,0,1,6.56,43,22.0028,1,40
09/01/2011 20:00,1,0,0,1,5.74,46,16.9979,0,38
09/01/2011 21:00,1,0,0,1,5.74,46,27.9993,1,19
09/01/2011 22:00,1,0,0,1,5.74,46,19.9995,5,10
09/01/2011 23:00,1,0,0,1,4.92,50,12.998,0,6
10/01/2011 00:00,1,0,1,1,4.92,50,19.0012,2,3
10/01/2011 01:00,1,0,1,1,4.92,50,19.0012,1,0
10/01/2011 02:00,1,0,1,1,4.92,50,15.0013,0,3
10/01/2011 03:00,1,0,1,1,4.92,50,15.0013,0,1
10/01/2011 04:00,1,0,1,1,4.1,54,8.9981,1,2
10/01/2011 05:00,1,0,1,1,4.1,54,16.9979,0,3
10/01/2011 06:00,1,0,1,1,4.92,50,19.0012,0,31
10/01/2011 07:00,1,0,1,1,4.92,50,15.0013,2,75
10/01/2011 08:00,1,0,1,2,4.92,50,19.0012,4,184
10/01/2011 09:00,1,0,1,2,5.74,50,16.9979,2,92
10/01/2011 10:00,1,0,1,2,5.74,50,19.9995,0,31
10/01/2011 11:00,1,0,1,2,6.56,47,19.0012,2,28
10/01/2011 12:00,1,0,1,2,8.2,40,19.0012,5,47
10/01/2011 13:00,1,0,1,2,8.2,40,19.0012,4,50
10/01/2011 14:00,1,0,1,2,8.2,40,15.0013,0,47
10/01/2011 15:00,1,0,1,2,8.2,40,15.0013,2,43
10/01/2011 16:00,1,0,1,1,8.2,40,8.9981,4,70
10/01/2011 17:00,1,0,1,1,8.2,40,7.0015,4,174
10/01/2011 18:00,1,0,1,1,8.2,40,15.0013,1,154
10/01/2011 19:00,1,0,1,1,6.56,47,11.0014,3,92
10/01/2011 20:00,1,0,1,1,6.56,50,11.0014,1,73
10/01/2011 21:00,1,0,1,1,5.74,59,12.998,1,37
10/01/2011 22:00,1,0,1,1,5.74,59,11.0014,2,22
10/01/2011 23:00,1,0,1,1,5.74,59,11.0014,0,18
11/01/2011 00:00,1,0,1,1,5.74,59,7.0015,2,10
11/01/2011 01:00,1,0,1,1,5.74,59,11.0014,0,3
11/01/2011 02:00,1,0,1,2,6.56,55,12.998,0,3
11/01/2011 05:00,1,0,1,2,6.56,55,8.9981,0,6
11/01/2011 06:00,1,0,1,2,6.56,55,8.9981,0,27
11/01/2011 07:00,1,0,1,2,6.56,55,0,2,97
11/01/2011 08:00,1,0,1,2,7.38,51,6.0032,3,214
11/01/2011 09:00,1,0,1,2,7.38,51,11.0014,3,127
11/01/2011 10:00,1,0,1,2,8.2,51,11.0014,3,51
11/01/2011 11:00,1,0,1,2,8.2,47,8.9981,4,31
11/01/2011 12:00,1,0,1,2,8.2,51,7.0015,2,55
11/01/2011 13:00,1,0,1,2,8.2,59,6.0032,6,46
11/01/2011 14:00,1,0,1,2,8.2,59,6.0032,3,60
11/01/2011 15:00,1,0,1,2,6.56,80,6.0032,2,45
11/01/2011 16:00,1,0,1,2,6.56,86,15.0013,4,72
11/01/2011 17:00,1,0,1,2,6.56,86,15.0013,6,130
11/01/2011 18:00,1,0,1,3,6.56,93,7.0015,1,94
11/01/2011 19:00,1,0,1,3,6.56,93,0,0,51
11/01/2011 20:00,1,0,1,3,6.56,93,12.998,0,32
11/01/2011 21:00,1,0,1,3,6.56,86,6.0032,0,20
11/01/2011 22:00,1,0,1,3,6.56,93,7.0015,1,28
11/01/2011 23:00,1,0,1,3,6.56,93,6.0032,1,18
12/01/2011 00:00,1,0,1,2,6.56,86,6.0032,0,7
12/01/2011 01:00,1,0,1,2,6.56,86,7.0015,0,6
12/01/2011 02:00,1,0,1,1,5.74,86,8.9981,0,1
12/01/2011 05:00,1,0,1,1,5.74,86,11.0014,0,5
12/01/2011 06:00,1,0,1,1,4.92,93,8.9981,0,16
12/01/2011 07:00,1,0,1,1,5.74,69,8.9981,0,54
12/01/2011 08:00,1,0,1,1,6.56,59,11.0014,3,125
12/01/2011 09:00,1,0,1,1,6.56,59,22.0028,3,78
12/01/2011 10:00,1,0,1,1,7.38,55,15.0013,0,39
12/01/2011 11:00,1,0,1,1,8.2,51,26.0027,3,32
12/01/2011 12:00,1,0,1,1,8.2,47,39.0007,3,52
12/01/2011 13:00,1,0,1,1,9.02,44,23.9994,0,49
12/01/2011 14:00,1,0,1,1,8.2,47,22.0028,0,44
12/01/2011 15:00,1,0,1,1,8.2,47,27.9993,1,48
12/01/2011 16:00,1,0,1,1,9.02,44,22.0028,5,63
12/01/2011 17:00,1,0,1,1,8.2,47,23.9994,0,139
12/01/2011 18:00,1,0,1,1,8.2,47,35.0008,2,135
12/01/2011 19:00,1,0,1,1,7.38,47,27.9993,1,82
12/01/2011 20:00,1,0,1,1,6.56,50,22.0028,2,54
12/01/2011 21:00,1,0,1,1,6.56,55,22.0028,0,57
12/01/2011 22:00,1,0,1,1,6.56,55,30.0026,1,32
12/01/2011 23:00,1,0,1,1,5.74,59,27.9993,1,19
13/01/2011 00:00,1,0,1,1,5.74,59,19.0012,1,6
13/01/2011 01:00,1,0,1,1,5.74,50,19.0012,0,2
13/01/2011 02:00,1,0,1,1,5.74,50,23.9994,0,2
13/01/2011 03:00,1,0,1,1,5.74,50,22.0028,0,3
13/01/2011 04:00,1,0,1,1,5.74,50,16.9979,0,4
13/01/2011 05:00,1,0,1,1,5.74,50,19.9995,0,3
13/01/2011 06:00,1,0,1,1,4.92,54,8.9981,0,28
13/01/2011 07:00,1,0,1,1,4.92,54,8.9981,0,72
13/01/2011 08:00,1,0,1,1,5.74,50,12.998,5,197
13/01/2011 09:00,1,0,1,1,5.74,50,22.0028,2,137
13/01/2011 10:00,1,0,1,2,6.56,50,23.9994,2,36
13/01/2011 11:00,1,0,1,2,8.2,44,30.0026,4,33
13/01/2011 12:00,1,0,1,1,8.2,44,27.9993,3,49
13/01/2011 13:00,1,0,1,1,9.02,41,30.0026,2,81
13/01/2011 14:00,1,0,1,1,9.02,41,26.0027,3,39
13/01/2011 15:00,1,0,1,1,9.84,38,19.9995,5,55
13/01/2011 16:00,1,0,1,1,9.84,38,23.9994,2,76
13/01/2011 17:00,1,0,1,1,8.2,40,19.0012,4,158
13/01/2011 18:00,1,0,1,1,8.2,40,22.0028,3,141
13/01/2011 19:00,1,0,1,1,6.56,47,16.9979,1,98
13/01/2011 20:00,1,0,1,1,6.56,47,15.0013,0,64
13/01/2011 21:00,1,0,1,1,5.74,46,19.9995,0,40
13/01/2011 22:00,1,0,1,1,5.74,46,22.0028,0,30
13/01/2011 23:00,1,0,1,1,4.92,50,12.998,1,14
14/01/2011 00:00,1,0,1,1,4.92,50,12.998,0,14
14/01/2011 01:00,1,0,1,1,4.1,54,11.0014,0,5
14/01/2011 02:00,1,0,1,1,4.1,54,8.9981,0,1
14/01/2011 03:00,1,0,1,1,4.1,54,7.0015,0,1
14/01/2011 05:00,1,0,1,1,4.1,54,6.0032,0,8
14/01/2011 06:00,1,0,1,1,4.1,54,0,0,17
14/01/2011 07:00,1,0,1,1,4.1,74,11.0014,0,70
14/01/2011 08:00,1,0,1,1,4.92,68,0,2,156
14/01/2011 09:00,1,0,1,1,5.74,69,8.9981,0,117
14/01/2011 10:00,1,0,1,1,7.38,55,12.998,4,40
14/01/2011 11:00,1,0,1,1,7.38,51,19.0012,6,47
14/01/2011 12:00,1,0,1,1,8.2,44,16.9979,2,59
14/01/2011 13:00,1,0,1,1,9.02,37,26.0027,4,73
14/01/2011 14:00,1,0,1,1,9.02,41,19.0012,5,59
14/01/2011 15:00,1,0,1,1,9.84,38,11.0014,9,59
14/01/2011 16:00,1,0,1,1,9.02,41,7.0015,3,87
14/01/2011 17:00,1,0,1,1,9.02,41,11.0014,4,155
14/01/2011 18:00,1,0,1,1,8.2,47,0,5,134
14/01/2011 19:00,1,0,1,1,6.56,59,6.0032,3,89
14/01/2011 20:00,1,0,1,1,7.38,59,0,0,68
14/01/2011 21:00,1,0,1,1,6.56,69,0,4,48
14/01/2011 22:00,1,0,1,2,6.56,69,0,2,34
14/01/2011 23:00,1,0,1,2,7.38,55,0,1,26
15/01/2011 00:00,1,0,0,1,7.38,55,0,3,25
15/01/2011 01:00,1,0,0,2,6.56,59,6.0032,2,18
15/01/2011 02:00,1,0,0,2,6.56,59,6.0032,0,12
15/01/2011 03:00,1,0,0,2,6.56,59,0,1,7
15/01/2011 04:00,1,0,0,2,6.56,59,0,0,5
15/01/2011 05:00,1,0,0,1,6.56,59,0,0,1
15/01/2011 06:00,1,0,0,1,5.74,63,7.0015,1,2
15/01/2011 07:00,1,0,0,1,5.74,63,0,1,9
15/01/2011 08:00,1,0,0,1,5.74,63,8.9981,1,22
15/01/2011 09:00,1,0,0,1,6.56,64,8.9981,2,31
15/01/2011 10:00,1,0,0,1,7.38,59,11.0014,2,57
15/01/2011 11:00,1,0,0,1,8.2,55,15.0013,18,54
15/01/2011 12:00,1,0,0,1,9.84,48,15.0013,15,74
15/01/2011 13:00,1,0,0,1,11.48,38,19.9995,21,80
15/01/2011 14:00,1,0,0,1,12.3,39,19.0012,26,92
15/01/2011 15:00,1,0,0,2,13.12,36,12.998,21,108
15/01/2011 16:00,1,0,0,2,13.94,34,12.998,33,95
15/01/2011 17:00,1,0,0,2,13.12,36,19.0012,29,54
15/01/2011 18:00,1,0,0,2,12.3,45,16.9979,15,69
15/01/2011 19:00,1,0,0,2,13.12,39,16.9979,14,60
15/01/2011 20:00,1,0,0,2,13.12,39,16.9979,6,35
15/01/2011 21:00,1,0,0,2,13.12,39,15.0013,6,51
15/01/2011 22:00,1,0,0,2,12.3,42,7.0015,0,26
15/01/2011 23:00,1,0,0,1,12.3,45,19.0012,5,39
16/01/2011 00:00,1,0,0,1,10.66,56,0,6,33
16/01/2011 01:00,1,0,0,1,10.66,56,8.9981,4,19
16/01/2011 02:00,1,0,0,1,10.66,56,6.0032,3,13
16/01/2011 03:00,1,0,0,1,9.02,69,0,9,6
16/01/2011 04:00,1,0,0,1,10.66,56,11.0014,0,1
16/01/2011 05:00,1,0,0,2,10.66,56,11.0014,1,1
16/01/2011 06:00,1,0,0,2,10.66,56,11.0014,0,1
16/01/2011 07:00,1,0,0,2,9.84,56,19.9995,0,3
16/01/2011 08:00,1,0,0,1,9.02,55,19.0012,0,18
16/01/2011 09:00,1,0,0,1,9.02,51,16.9979,3,29
16/01/2011 10:00,1,0,0,1,9.02,51,19.0012,8,71
16/01/2011 11:00,1,0,0,1,9.84,44,16.9979,23,70
16/01/2011 12:00,1,0,0,1,9.84,41,19.0012,29,75
16/01/2011 13:00,1,0,0,1,10.66,35,19.9995,23,95
16/01/2011 14:00,1,0,0,1,11.48,36,16.9979,22,69
16/01/2011 15:00,1,0,0,1,10.66,38,16.9979,35,78
16/01/2011 16:00,1,0,0,1,9.84,38,15.0013,22,77
16/01/2011 17:00,1,0,0,1,9.02,37,16.9979,23,82
16/01/2011 18:00,1,0,0,1,8.2,40,11.0014,11,56
16/01/2011 19:00,1,0,0,1,7.38,47,8.9981,14,47
16/01/2011 20:00,1,0,0,1,7.38,47,11.0014,7,50
16/01/2011 21:00,1,0,0,1,7.38,51,11.0014,6,22
16/01/2011 22:00,1,0,0,2,8.2,49,8.9981,2,19
16/01/2011 23:00,1,0,0,2,8.2,40,7.0015,0,18
17/01/2011 00:00,1,1,0,2,8.2,47,15.0013,1,16
17/01/2011 01:00,1,1,0,2,8.2,44,12.998,1,15
17/01/2011 02:00,1,1,0,2,7.38,43,16.9979,0,8
17/01/2011 03:00,1,1,0,2,7.38,43,12.998,0,2
17/01/2011 04:00,1,1,0,2,7.38,43,8.9981,1,2
17/01/2011 05:00,1,1,0,2,7.38,43,11.0014,0,1
17/01/2011 06:00,1,1,0,2,7.38,43,12.998,0,5
17/01/2011 07:00,1,1,0,2,6.56,50,8.9981,4,9
17/01/2011 08:00,1,1,0,2,6.56,47,15.0013,3,30
17/01/2011 09:00,1,1,0,2,6.56,47,15.0013,8,39
17/01/2011 10:00,1,1,0,2,6.56,50,16.9979,7,50
17/01/2011 11:00,1,1,0,2,6.56,55,12.998,9,55
17/01/2011 12:00,1,1,0,2,7.38,47,8.9981,10,70
17/01/2011 13:00,1,1,0,2,7.38,47,8.9981,13,80
17/01/2011 14:00,1,1,0,2,7.38,43,7.0015,12,74
17/01/2011 15:00,1,1,0,2,8.2,47,11.0014,21,72
17/01/2011 16:00,1,1,0,2,8.2,47,11.0014,6,76
17/01/2011 17:00,1,1,0,1,8.2,51,12.998,4,67
17/01/2011 18:00,1,1,0,2,7.38,55,16.9979,7,85
17/01/2011 19:00,1,1,0,3,7.38,59,12.998,2,58
17/01/2011 20:00,1,1,0,3,6.56,80,12.998,4,29
17/01/2011 21:00,1,1,0,3,6.56,80,12.998,3,24
17/01/2011 22:00,1,1,0,3,5.74,93,16.9979,0,13
17/01/2011 23:00,1,1,0,3,6.56,86,19.0012,1,3
18/01/2011 12:00,1,0,1,2,8.2,86,22.0028,0,3
18/01/2011 13:00,1,0,1,2,8.2,86,15.0013,0,22
18/01/2011 14:00,1,0,1,2,9.02,80,11.0014,2,26
18/01/2011 15:00,1,0,1,2,9.02,87,11.0014,3,32
18/01/2011 16:00,1,0,1,2,9.02,87,12.998,0,61
18/01/2011 17:00,1,0,1,2,9.02,82,12.998,1,124
18/01/2011 18:00,1,0,1,2,9.02,80,11.0014,1,132
18/01/2011 19:00,1,0,1,2,9.02,80,8.9981,1,98
18/01/2011 20:00,1,0,1,2,9.02,87,0,0,83
18/01/2011 21:00,1,0,1,2,9.02,93,7.0015,0,41
18/01/2011 22:00,1,0,1,2,9.02,93,6.0032,0,33
18/01/2011 23:00,1,0,1,2,9.02,93,0,1,19
19/01/2011 00:00,1,0,1,2,9.02,93,0,0,3
19/01/2011 01:00,1,0,1,3,9.02,93,8.9981,1,6
19/01/2011 02:00,1,0,1,3,9.02,93,8.9981,0,3
19/01/2011 04:00,1,0,1,3,9.02,93,8.9981,1,1
19/01/2011 05:00,1,0,1,2,9.02,93,6.0032,0,7
19/01/2011 06:00,1,0,1,2,9.02,93,6.0032,0,32
